Year,PRECINCT,ANTI-ARAB,Buddhist,ANTI-HINDU,Sikh,ANTI-ASIAN,Muslim,ASIAN CONSOLIDATED,60 YEARS OLD OR MORE,ANTI-BLACK,ANTI-CATHOLIC,Eatern Orthodox,ANTI-FEMALE,"ANTI-FEMALE HOMOSEXUAL
(GAY)",ANTI-GENDER NON CONFORMING,ANTI-HISPANIC,Jehovah Witness,ANTI-JEWISH,"ANTI-LGBT
(MIXED GROUP)","ANTI-MALE HOMOSEXUAL
(GAY)",Anti Man,ANTI-MULTI RACIAL GROUPS,ANTI-OTHER ETHNICITY,Protestant,ANTI-RELIGIOUS PRACTICE GENERALLY,Other Religion,ANTI-TRANSGENDER,ANTI-WHITE,Total
2023,110,,0,,0,2,0,,,0,0,,,0,0,0,,4,,2,0,,0,0,,,0,0,6
2023,111,,0,,0,1,0,,,0,0,,,0,0,0,,0,,0,0,,0,0,,,0,0,0
2023,112,,0,,0,1,0,,,0,1,,,0,0,1,,10,,0,0,,1,0,,,0,1,13
2023,113,,0,,0,0,0,,,0,0,,,1,0,0,,0,,1,0,,0,0,,,1,0,2
2023,114,,0,,0,1,1,,,1,1,,,0,0,0,,4,,3,0,,7,0,,,0,2,16
2023,115,,0,,0,2,0,,,2,0,,,0,0,1,,4,,3,0,,0,0,,,0,0,8
2023,120,,0,,0,0,0,,,0,1,,,0,0,0,,2,,0,0,,0,0,,,0,1,3
2023,121,,0,,0,0,1,,,0,0,,,0,0,0,,6,,1,0,,1,0,,,0,0,8
2023,122,,0,,0,0,1,,,5,0,,,0,0,0,,3,,1,0,,0,0,,,0,0,4
2023,123,,0,,0,0,1,,,0,0,,,0,0,0,,1,,0,0,,0,0,,,0,0,1
2023,Grand Total,,1,,3,51,26,81,,51,10,,,6,2,20,,325,,98,1,,30,1,,,18,26,519
